Participantno,Age,CommuteTime,CountryCitizen,CountryLive,EmploymentField,EmploymentFieldOther,EmploymentStatus,ExpectedEarning,FinanciallySupporting,FirstDevJob,Gender,HasChildren,HasDebt,HasFinancialDependents,HasHighSpdInternet,HasHomeMortgage,HasServedInMilitary,HasStudentDebt,HomeMortgageOwe,HoursLearning,Income,IsEthnicMinority,IsReceiveDisabilitiesBenefits,IsSoftwareDev,IsUnderEmployed,LanguageAtHome,MaritalStatus,MoneyForLearning,MonthsProgramming
17024,31,Less than 15 minutes,United States of America,United States of America,finance,NA,Employed for wages,NA,0,NA,female,1,1,1,1,0,0,1,NA,9,70000,1,0,0,0,English,married or domestic partnership,199,1
17025,28,30 to 44 minutes,United States of America,United States of America,"arts, entertainment, sports, or media",NA,Employed for wages,NA,0,NA,male,1,1,1,1,0,0,1,NA,5,25000,0,0,0,1,English,separated,100,24
17026,43,NA,United States of America,United States of America,NA,NA,Not working and not looking for work,NA,0,0,NA,1,0,1,1,NA,0,NA,NA,0,NA,NA,0,1,NA,English,married or domestic partnership,800,120
17027,29,NA,United States of America,United States of America,education,NA,Employed for wages,45000,0,NA,male,1,1,1,1,1,0,1,146000,28,34000,0,0,0,0,English,married or domestic partnership,500,24
17028,32,15 to 29 minutes,Algeria,Algeria,sales,NA,Self-employed business owner,NA,1,1,male,1,0,1,0,NA,0,NA,NA,NA,80000,0,0,1,0,Arabic,married or domestic partnership,NA,NA
17029,32,15 to 29 minutes,United States of America,United States of America,construction and extraction,NA,Employed for wages,40000,0,NA,male,1,1,1,1,1,1,1,135000,20,88000,1,0,0,0,English,married or domestic partnership,70,2
17030,31,More than 60 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,95000,0,NA,male,1,1,1,1,1,0,1,130000,3,NA,0,0,0,1,English,married or domestic partnership,200,5
17031,44,15 to 29 minutes,Malaysia,Malaysia,transportation,NA,Self-employed business owner,NA,0,NA,male,1,1,1,0,0,0,0,NA,2,10000,0,1,0,1,Malay Bhasa Indonesia,married or domestic partnership,20,12
17032,28,15 to 29 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,0,1,male,1,1,1,1,1,0,1,160000,5,60000,1,0,1,0,Arabic,married or domestic partnership,0,11
17033,29,15 to 29 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,60000,0,NA,male,1,1,1,1,0,0,1,NA,20,35000,0,0,0,1,English,married or domestic partnership,300,12
17034,47,Less than 15 minutes,United States of America,Switzerland,software development and IT,NA,Employed for wages,NA,0,0,male,1,0,1,1,NA,0,NA,NA,4,200000,0,0,1,0,English,married or domestic partnership,0,240
17035,32,30 to 44 minutes,Philippines,United States of America,software development and IT,NA,Employed for wages,NA,0,0,male,1,0,1,1,NA,0,NA,NA,5,81000,0,0,1,0,Tagalog,married or domestic partnership,0,120
17036,36,Less than 15 minutes,India,United States of America,software development and IT,NA,Employed for wages,NA,1,0,male,1,0,1,1,NA,0,NA,NA,5,NA,0,0,1,0,Hindi,married or domestic partnership,400,230
17037,38,NA,Mozambique,Mozambique,NA,NA,Not working but looking for work,55000,0,NA,male,1,0,1,1,NA,0,NA,NA,NA,NA,0,0,0,NA,Portuguese,separated,0,2
17038,42,30 to 44 minutes,United States of America,United States of America,health care,NA,Employed for wages,NA,0,0,male,1,1,1,1,0,0,1,NA,2,50000,0,0,1,1,English,divorced,500,204
17039,27,NA,United States of America,United States of America,NA,NA,NA,45000,0,NA,male,1,1,1,1,0,1,1,NA,10,NA,1,0,0,NA,English,married or domestic partnership,20,12
17040,37,15 to 29 minutes,Portugal,Luxembourg,software development and IT,NA,Employed for wages,NA,0,1,male,1,1,1,1,0,1,1,NA,25,30000,0,0,1,0,Portuguese,married or domestic partnership,250,8
17041,58,NA,United States of America,United States of America,NA,NA,Retired,NA,0,NA,male,1,0,1,1,NA,0,NA,NA,30,NA,0,0,0,NA,English,married or domestic partnership,75,1
17042,32,More than 60 minutes,Korea South,Korea South,software development and IT,NA,Employed for wages,NA,0,0,male,1,1,1,1,1,1,0,30000,8,60000,1,0,1,1,Korean,married or domestic partnership,30000,60
17043,29,30 to 44 minutes,United Kingdom,United Kingdom,office and administrative support,NA,Employed for wages,30000,0,NA,male,1,1,1,1,0,0,0,NA,20,34000,0,0,0,0,English,"single, never married",0,18
17044,39,NA,United States of America,United States of America,NA,NA,Not working but looking for work,80000,0,NA,female,1,1,1,1,1,0,NA,NA,5,NA,0,0,0,NA,English,married or domestic partnership,150,24
17045,30,15 to 29 minutes,Poland,Poland,architecture or physical engineering,NA,Self-employed business owner,NA,0,NA,male,1,1,1,1,1,0,0,70000,8,12000,0,0,0,0,Polish,married or domestic partnership,20,3
17046,32,NA,Ireland,Ireland,NA,NA,Not working but looking for work,30000,0,NA,male,1,1,1,1,1,0,0,150000,40,NA,0,0,0,NA,English,married or domestic partnership,50,2
17047,35,NA,United States of America,United States of America,NA,NA,Not working but looking for work,NA,0,NA,male,1,1,1,1,0,1,0,NA,4,NA,1,0,0,NA,English,married or domestic partnership,0,3
17048,30,30 to 44 minutes,United States of America,United States of America,NA,I build cars,Employed for wages,60000,0,NA,male,1,1,1,1,1,0,0,100000,8,50000,0,0,0,1,English,married or domestic partnership,0,6
17049,35,NA,Brazil,Brazil,NA,NA,Not working and not looking for work,NA,0,NA,male,1,1,1,1,0,0,0,NA,5,NA,0,0,0,NA,Portuguese,married or domestic partnership,0,1
17050,35,45 to 60 minutes,Jamaica,Jamaica,finance,NA,Employed for wages,100000,0,NA,male,1,1,1,1,0,0,0,NA,4,10000,0,0,0,1,English,married or domestic partnership,0,4
17051,35,15 to 29 minutes,United States of America,United States of America,construction and extraction,NA,Employed for wages,NA,0,NA,male,1,0,1,1,NA,1,NA,NA,8,55000,0,0,0,1,English,married or domestic partnership,0,6
17052,NA,NA,United States of America,United States of America,NA,NA,Not working but looking for work,50000,0,NA,male,1,1,1,1,0,0,0,NA,15,NA,0,0,0,NA,English,married or domestic partnership,0,3
17053,36,NA,Canada,United States of America,NA,NA,Not working but looking for work,NA,0,NA,male,1,1,1,1,0,0,1,NA,3,NA,1,0,0,NA,English,married or domestic partnership,0,3
17054,41,Less than 15 minutes,Argentina,Argentina,NA,Telecomms Engineering,Self-employed business owner,NA,1,NA,male,1,0,1,1,NA,0,NA,NA,15,200000,0,0,0,0,Spanish,married or domestic partnership,500,3
17055,36,15 to 29 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,0,1,genderqueer,1,1,1,1,0,0,1,NA,20,40000,0,0,1,0,English,divorced,4000,12
17056,28,15 to 29 minutes,United States of America,United States of America,finance,NA,Employed for wages,NA,0,NA,male,1,1,1,1,1,0,0,185000,NA,120000,0,0,0,0,English,married or domestic partnership,50,6
17057,31,45 to 60 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,100000,0,NA,male,1,0,1,1,NA,0,NA,NA,10,150000,0,0,0,0,English,married or domestic partnership,75,36
17058,34,30 to 44 minutes,Israel,Australia,software development and IT,NA,Employed for wages,NA,0,1,male,1,1,1,1,1,1,0,80000,5,100000,0,0,1,0,Hebrew,married or domestic partnership,50,36
17059,34,45 to 60 minutes,Japan,Japan,software development and IT,NA,Self-employed freelancer,NA,0,0,male,1,0,1,1,NA,0,NA,NA,20,46000,0,0,1,1,Japanese,married or domestic partnership,NA,60
17060,32,30 to 44 minutes,Canada,Taiwan,education,NA,Self-employed freelancer,NA,0,NA,male,1,0,1,1,NA,0,NA,NA,2,40000,1,0,0,0,Chinese,married or domestic partnership,0,NA
17061,28,More than 60 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,50000,0,NA,female,1,1,1,1,0,0,1,NA,35,39000,1,0,0,0,Spanish,"single, never married",0,1
17062,43,I work from home,Spain,Spain,software development and IT,NA,Self-employed freelancer,NA,0,0,male,1,1,1,1,1,0,0,NA,3,NA,0,0,1,0,Spanish,divorced,10000,NA
17063,40,45 to 60 minutes,Spain,Spain,software development and IT,NA,Employed for wages,20000,0,NA,female,1,1,1,1,0,0,1,NA,5,18000,0,0,0,1,Spanish,married or domestic partnership,1000,1
17064,36,30 to 44 minutes,"Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",NA,cleaner,Employed for wages,22000,0,NA,male,1,1,1,1,0,0,0,NA,12,9000,1,1,0,1,Arabic,married or domestic partnership,150,6
17065,35,NA,Jamaica,France,NA,NA,A stay-at-home parent or homemaker,NA,1,NA,female,1,0,1,1,NA,0,NA,NA,8,NA,1,0,0,NA,English,married or domestic partnership,100,3
17066,45,15 to 29 minutes,Poland,Poland,"arts, entertainment, sports, or media",NA,Self-employed business owner,NA,0,NA,male,1,0,1,1,NA,0,NA,NA,10,6000,0,0,0,1,Polish,married or domestic partnership,100,2
17067,52,NA,Spain,Spain,NA,NA,NA,NA,1,NA,male,1,0,1,1,NA,1,NA,NA,NA,NA,0,1,0,NA,Spanish,NA,NA,NA
17068,44,45 to 60 minutes,Norway,Sweden,software development and IT,NA,Employed for wages,NA,0,0,male,1,1,1,1,1,0,0,100000,1,45000,0,0,1,0,Swedish,married or domestic partnership,NA,100
17069,45,NA,United States of America,United States of America,NA,NA,Not working but looking for work,35000,0,NA,female,1,1,1,1,1,0,0,20000,20,NA,0,0,0,NA,English,married or domestic partnership,200,6
17070,49,NA,United Kingdom,United Kingdom,NA,NA,Not working but looking for work,NA,0,1,male,1,1,1,1,0,0,0,NA,5,NA,1,0,1,NA,Spanish,married or domestic partnership,500,12
17071,40,45 to 60 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,65000,0,NA,male,1,1,1,1,1,0,0,215000,5,58000,0,0,0,1,English,married or domestic partnership,6000,36
17072,43,NA,Finland,Finland,NA,NA,Not working but looking for work,24000,0,NA,male,1,0,1,0,NA,0,NA,NA,10,NA,0,1,0,NA,Finnish,divorced,0,60
17073,24,I work from home,Philippines,Philippines,software development and IT,NA,Self-employed freelancer,50000,0,NA,male,1,0,1,1,NA,0,NA,NA,20,9000,0,0,0,1,Tagalog,married or domestic partnership,15,4
17074,13,NA,United States of America,United States of America,NA,NA,NA,100000,1,NA,NA,1,1,1,0,0,0,0,NA,1,NA,1,1,0,NA,Afrikaans,separated,0,NA
17075,31,Less than 15 minutes,Russia,Russia,software development and IT,NA,Employed for wages,NA,0,1,male,1,1,1,1,1,1,0,5253,20,11362,0,0,1,1,Russian,married or domestic partnership,0,9
17076,34,45 to 60 minutes,United States of America,United States of America,office and administrative support,NA,Employed for wages,90000,0,NA,male,1,1,1,1,0,0,1,NA,20,50000,0,0,0,0,English,married or domestic partnership,1000,6
17077,33,15 to 29 minutes,United States of America,United States of America,NA,science,Employed for wages,60000,0,NA,female,1,1,1,1,0,0,0,NA,6,28000,1,0,0,1,English,separated,400,6
17078,33,I work from home,Mexico,Mexico,software development and IT,NA,Employed for wages,NA,1,0,male,1,0,1,1,NA,0,NA,NA,10,10000,0,0,1,1,Spanish,married or domestic partnership,1000,60
17079,28,30 to 44 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,45000,0,NA,male,1,1,1,1,0,0,1,NA,20,38000,0,0,0,1,English,"single, never married",0,60
17080,34,More than 60 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,0,NA,male,1,1,1,1,0,0,1,NA,7,35000,1,0,0,1,English,"single, never married",0,3
17081,36,30 to 44 minutes,United States of America,United States of America,education,NA,Employed for wages,NA,0,NA,male,1,1,1,1,1,0,0,88000,10,47000,0,0,0,0,English,married or domestic partnership,0,1
17082,53,More than 60 minutes,United States of America,United States of America,NA,NA,Employed for wages,85000,0,NA,male,1,1,1,1,1,0,0,155000,3,73000,0,0,0,1,English,married or domestic partnership,150,111
17083,34,30 to 44 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,0,0,male,1,1,1,1,1,0,1,206000,10,85000,0,0,1,0,English,married or domestic partnership,0,48
17084,41,NA,United States of America,United States of America,NA,NA,Retired,NA,0,NA,male,1,1,1,1,0,1,1,NA,30,NA,0,1,0,NA,English,divorced,250,14
17085,33,45 to 60 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,80000,0,NA,male,1,1,1,1,0,0,1,NA,NA,40000,1,0,0,0,Spanish,married or domestic partnership,500,24
17086,34,30 to 44 minutes,United States of America,United States of America,"arts, entertainment, sports, or media",NA,Employed for wages,NA,0,NA,female,1,1,1,1,1,0,1,279000,5,65000,0,0,0,0,English,married or domestic partnership,0,12
17087,46,15 to 29 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,0,0,male,1,1,1,1,0,0,1,NA,5,80000,1,0,1,1,English,married or domestic partnership,400,360
17088,35,I work from home,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,0,NA,male,1,0,1,1,NA,0,NA,NA,7,NA,0,0,0,0,English,married or domestic partnership,20,1
17089,50,15 to 29 minutes,Brazil,Brazil,sales,NA,Self-employed freelancer,NA,0,NA,male,1,1,1,1,0,0,0,NA,6,NA,0,0,0,0,Portuguese,married or domestic partnership,50,6
17090,25,Less than 15 minutes,United States of America,United States of America,finance,NA,Employed for wages,65000,0,NA,female,1,1,1,1,1,0,1,169000,10,62000,0,0,0,0,English,married or domestic partnership,0,2
17091,32,15 to 29 minutes,United States of America,United States of America,transportation,NA,Self-employed freelancer,60000,0,NA,male,1,1,1,1,0,0,1,NA,20,22000,1,0,0,1,Persian,married or domestic partnership,100,4
17092,28,NA,United States of America,United States of America,NA,NA,Not working but looking for work,45000,0,NA,female,1,1,1,1,0,0,0,NA,35,NA,0,0,0,NA,English,married or domestic partnership,200,8
17093,41,I work from home,United States of America,United States of America,"arts, entertainment, sports, or media",NA,Self-employed freelancer,NA,0,NA,female,1,1,1,1,0,0,1,NA,10,15000,0,0,0,0,English,divorced,50,30
17094,25,NA,United States of America,United States of America,NA,NA,Not working but looking for work,NA,0,NA,male,1,1,1,0,0,1,1,NA,10,NA,1,0,0,NA,English,"single, never married",60000,1
17095,49,Less than 15 minutes,United States of America,United States of America,office and administrative support,NA,Employed for wages,NA,0,NA,female,1,1,1,1,0,0,1,NA,8,12000,0,0,0,1,English,divorced,0,6
17096,43,Less than 15 minutes,France,France,software development and IT,NA,Employed for wages,NA,0,NA,male,1,1,1,1,1,0,0,2000,NA,50000,0,0,0,1,French,married or domestic partnership,NA,NA
17097,26,I work from home,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,0,NA,male,1,1,1,1,0,0,1,NA,3,77000,0,0,0,0,English,married or domestic partnership,10,1
17098,41,I work from home,United States of America,United States of America,NA,Computer Tech and CSP Support,Self-employed business owner,NA,1,NA,male,1,1,1,1,0,0,0,NA,30,40000,0,0,0,1,English,married or domestic partnership,0,2
17099,27,More than 60 minutes,United States of America,United States of America,health care,NA,Employed for wages,45000,0,NA,male,1,1,1,1,1,0,1,209000,5,NA,0,0,0,1,English,married or domestic partnership,25,7
17100,36,15 to 29 minutes,United States of America,United States of America,education,NA,Employed for wages,300000,0,NA,male,1,1,1,1,0,1,1,NA,15,6000,0,0,0,1,English,married or domestic partnership,70,27
17101,47,NA,United States of America,Sweden,NA,NA,Not working but looking for work,100000,0,NA,male,1,1,1,1,1,1,0,200000,15,NA,0,0,0,NA,English,married or domestic partnership,300,6
17102,49,45 to 60 minutes,United Kingdom,Great Britain,software development and IT,NA,Employed for wages,NA,0,NA,male,1,1,1,1,1,0,0,NA,6,NA,0,0,0,0,English,married or domestic partnership,200,30
17103,37,45 to 60 minutes,France,France,software development and IT,NA,Employed for wages,NA,0,0,male,1,0,1,1,NA,0,NA,NA,10,NA,1,0,1,0,French,married or domestic partnership,300,250
17104,29,15 to 29 minutes,United States of America,United States of America,health care,NA,Employed for wages,45000,0,NA,male,1,1,1,1,0,0,1,NA,5,31000,0,0,0,1,English,married or domestic partnership,250,1
17105,21,NA,United States of America,United States of America,NA,NA,A stay-at-home parent or homemaker,NA,0,NA,female,1,1,1,1,0,0,0,NA,8,NA,0,0,0,NA,English,married or domestic partnership,50,0
17106,29,NA,United States of America,United States of America,NA,NA,A stay-at-home parent or homemaker,NA,0,NA,female,1,0,1,1,NA,0,NA,NA,7,NA,0,0,0,NA,English,married or domestic partnership,0,12
17107,50,I work from home,United States of America,United States of America,software development and IT,NA,Employed for wages,70000,0,NA,male,1,0,1,1,NA,0,NA,NA,15,50000,0,0,0,1,English,married or domestic partnership,100,5
17108,40,I work from home,United States of America,United States of America,sales,NA,Self-employed business owner,NA,0,NA,male,1,0,1,1,NA,0,NA,NA,10,100000,0,0,0,0,English,married or domestic partnership,0,1
17109,31,Less than 15 minutes,Cuba,United States of America,office and administrative support,NA,Employed for wages,NA,0,NA,male,1,1,1,1,0,0,0,NA,NA,NA,0,0,0,1,Spanish,"single, never married",NA,NA
17110,31,15 to 29 minutes,United States of America,United States of America,transportation,NA,Employed for wages,60000,0,NA,male,1,1,1,1,0,0,0,NA,10,55000,0,0,0,1,English,"single, never married",20,4
